tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,text,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,rating_numerator,rating_denominator,name,stages,Language,Like_Count,Retweet_count,Most_Likely_Prediction-p1,p1_conf
831939777352105988,,,"DatetimeIndex(['2017-02-15 18:54:34'], dtype='datetime64[ns]', freq=None)",This is Emanuel. He's a h*ckin rare doggo. Dwells in a semi-urban environment. Round features make him extra collectible. 12/10 would so pet https://t.co/k9bzgyVdUT,,,,https://twitter.com/dog_rates/status/831939777352105988/photo/1,12.0,10,Emanuel,doggo,en,25929,6869,Pomeranian,0.153862
831322785565769729,,,"DatetimeIndex(['2017-02-14 02:02:51'], dtype='datetime64[ns]', freq=None)",This is Pete. He has no eyes. Needs a guide doggo. Also appears to be considerably fluffy af. 12/10 would hug softly https://t.co/Xc0gyovCtK,,,,https://twitter.com/dog_rates/status/831322785565769729/photo/1,12.0,10,Pete,doggo,en,9909,1707,Old_english_sheepdog,0.999715
829374341691346946,,,"DatetimeIndex(['2017-02-08 17:00:26'], dtype='datetime64[ns]', freq=None)",This is Astrid. She's a guide doggo in training. 13/10 would follow anywhere https://t.co/xo7FZFIAao,,,,"https://twitter.com/dog_rates/status/829374341691346946/photo/1,https://twitter.com/dog_rates/status/829374341691346946/photo/1",13.0,10,Astrid,doggo,en,37516,10454,Staffordshire_bullterrier,0.757547
828381636999917570,,,"DatetimeIndex(['2017-02-05 23:15:47'], dtype='datetime64[ns]', freq=None)",Meet Doobert. He's a deaf doggo. Didn't stop him on the field tho. Absolute legend today. 14/10 would pat head approvingly https://t.co/iCk7zstRA9,,,,https://twitter.com/dog_rates/status/828381636999917570/photo/1,14.0,10,Doobert,doggo,en,13672,2489,Bedlington_terrier,0.392535
826958653328592898,,,"DatetimeIndex(['2017-02-02 01:01:21'], dtype='datetime64[ns]', freq=None)",This is Loki. He smiles like Elvis. Ain't nothin but a hound doggo. 12/10 https://t.co/QV5nx6otZR,,,,https://twitter.com/dog_rates/status/826958653328592898/photo/1,12.0,10,Loki,doggo,en,23418,5618,Golden_retriever,0.6173890000000001
826848821049180160,,,"DatetimeIndex(['2017-02-01 17:44:55'], dtype='datetime64[ns]', freq=None)",This is Cupid. He was found in the trash. Now he's well on his way to prosthetic front legs and a long happy doggo life. 13/10 heroic af https://t.co/WS0Gha8vRh,,,,"https://twitter.com/dog_rates/status/826848821049180160/photo/1,https://twitter.com/dog_rates/status/826848821049180160/photo/1,https://twitter.com/dog_rates/status/826848821049180160/photo/1,https://twitter.com/dog_rates/status/826848821049180160/photo/1",13.0,10,Cupid,doggo,en,39649,11547,Great_pyrenees,0.858764
826476773533745153,,,"DatetimeIndex(['2017-01-31 17:06:32'], dtype='datetime64[ns]', freq=None)",This is Pilot. He has mastered the synchronized head tilt and sneaky tongue slip. Usually not unlocked until later doggo days. 12/10 https://t.co/YIV8sw8xkh,,,,https://twitter.com/dog_rates/status/826476773533745153/photo/1,12.0,10,Pilot,doggo,en,19985,4712,German_shepherd,0.7418600000000001
821765923262631936,,,"DatetimeIndex(['2017-01-18 17:07:18'], dtype='datetime64[ns]', freq=None)",This is Duchess. She uses dark doggo forces to levitate her toys. 13/10 magical af https://t.co/maDNMETA52,,,,https://twitter.com/dog_rates/status/821765923262631936/photo/1,13.0,10,Duchess,doggo,en,9190,1868,Golden_retriever,0.980071
821407182352777218,,,"DatetimeIndex(['2017-01-17 17:21:47'], dtype='datetime64[ns]', freq=None)",This is Sundance. He's a doggo drummer. Even sings a bit on the side. 14/10 entertained af (vid by @sweetsundance) https://t.co/Xn5AQtiqzG,,,,https://twitter.com/dog_rates/status/821407182352777218/video/1,14.0,10,Sundance,doggo,en,12860,4919,Irish_setter,0.5054960000000001
819006400881917954,,,"DatetimeIndex(['2017-01-11 02:21:57'], dtype='datetime64[ns]', freq=None)",This is Sunny. She was also a very good First Doggo. 14/10 would also be an absolute honor to pet https://t.co/YOC1fHFCSb,,,,"https://twitter.com/dog_rates/status/819006400881917954/photo/1,https://twitter.com/dog_rates/status/819006400881917954/photo/1,https://twitter.com/dog_rates/status/819006400881917954/photo/1,https://twitter.com/dog_rates/status/819006400881917954/photo/1",14.0,10,Sunny,doggo,en,49225,21320,Prison,0.907083
819004803107983360,,,"DatetimeIndex(['2017-01-11 02:15:36'], dtype='datetime64[ns]', freq=None)",This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet https://t.co/AdPKrI8BZ1,,,,"https://twitter.com/dog_rates/status/819004803107983360/photo/1,https://twitter.com/dog_rates/status/819004803107983360/photo/1,https://twitter.com/dog_rates/status/819004803107983360/photo/1,https://twitter.com/dog_rates/status/819004803107983360/photo/1",14.0,10,Bo,doggo,en,94130,41300,Standard_poodle,0.351308
817777686764523521,,,"DatetimeIndex(['2017-01-07 16:59:28'], dtype='datetime64[ns]', freq=None)","This is Dido. She's playing the lead role in ""Pupper Stops to Catch Snow Before Resuming Shadow Box with Dried Apple."" 13/10 (IG: didodoggo) https://t.co/m7isZrOBX7",,,,https://twitter.com/dog_rates/status/817777686764523521/video/1,13.0,10,Dido,doggo,en,11696,3012,Curly-coated_retriever,0.733256
817777686764523521,,,"DatetimeIndex(['2017-01-07 16:59:28'], dtype='datetime64[ns]', freq=None)","This is Dido. She's playing the lead role in ""Pupper Stops to Catch Snow Before Resuming Shadow Box with Dried Apple."" 13/10 (IG: didodoggo) https://t.co/m7isZrOBX7",,,,https://twitter.com/dog_rates/status/817777686764523521/video/1,13.0,10,Dido,pupper,en,11696,3012,Curly-coated_retriever,0.733256
813910438903693312,,,"DatetimeIndex(['2016-12-28 00:52:25'], dtype='datetime64[ns]', freq=None)",This is Chubbs. He dug a hole and now he's stuck in it. Dang h*ckin doggo. 11/10 would assist https://t.co/z1VRj1cYZf,,,,https://twitter.com/dog_rates/status/813910438903693312/photo/1,11.0,10,Chubbs,doggo,en,10173,2136,Siberian_husky,0.6993550000000001
813096984823349248,,,"DatetimeIndex(['2016-12-25 19:00:02'], dtype='datetime64[ns]', freq=None)",This is Rocky. He got triple-doggo-dared. Stuck af. 11/10 someone help him https://t.co/soNL00XWVu,,,,https://twitter.com/dog_rates/status/813096984823349248/photo/1,11.0,10,Rocky,doggo,en,11518,4109,Great_dane,0.128056
801115127852503040,,,"DatetimeIndex(['2016-11-22 17:28:25'], dtype='datetime64[ns]', freq=None)",This is Bones. He's being haunted by another doggo of roughly the same size. 12/10 deep breaths pupper everything's fine https://t.co/55Dqe0SJNj,,,,"https://twitter.com/dog_rates/status/801115127852503040/photo/1,https://twitter.com/dog_rates/status/801115127852503040/photo/1",12.0,10,Bones,doggo,en,8870,2367,Dalmatian,0.823356
801115127852503040,,,"DatetimeIndex(['2016-11-22 17:28:25'], dtype='datetime64[ns]', freq=None)",This is Bones. He's being haunted by another doggo of roughly the same size. 12/10 deep breaths pupper everything's fine https://t.co/55Dqe0SJNj,,,,"https://twitter.com/dog_rates/status/801115127852503040/photo/1,https://twitter.com/dog_rates/status/801115127852503040/photo/1",12.0,10,Bones,pupper,en,8870,2367,Dalmatian,0.823356
799757965289017345,,,"DatetimeIndex(['2016-11-18 23:35:32'], dtype='datetime64[ns]', freq=None)",This is Sobe. She's a h*ckin happy doggo. Only one leg tho. Must have good balance. 13/10 would smile back https://t.co/OiH8PaOxB1,,,,"https://twitter.com/dog_rates/status/799757965289017345/photo/1,https://twitter.com/dog_rates/status/799757965289017345/photo/1,https://twitter.com/dog_rates/status/799757965289017345/photo/1,https://twitter.com/dog_rates/status/799757965289017345/photo/1",13.0,10,Sobe,doggo,en,9250,2457,Border_collie,0.442534
786363235746385920,,,"DatetimeIndex(['2016-10-13 00:29:39'], dtype='datetime64[ns]', freq=None)",This is Rizzo. He has many talents. A true renaissance doggo. 13/10 entertaining af https://t.co/TVXpEJB7Wn,,,,"https://twitter.com/dog_rates/status/786363235746385920/photo/1,https://twitter.com/dog_rates/status/786363235746385920/photo/1,https://twitter.com/dog_rates/status/786363235746385920/photo/1,https://twitter.com/dog_rates/status/786363235746385920/photo/1",13.0,10,Rizzo,doggo,en,11991,3976,Golden_retriever,0.929266
785639753186217984,,,"DatetimeIndex(['2016-10-11 00:34:48'], dtype='datetime64[ns]', freq=None)",This is Pinot. He's a sophisticated doggo. You can tell by the hat. Also pointier than your average pupper. Still 10/10 would pet cautiously https://t.co/f2wmLZTPHd,,,,"https://twitter.com/dog_rates/status/785639753186217984/photo/1,https://twitter.com/dog_rates/status/785639753186217984/photo/1",10.0,10,Pinot,doggo,en,8586,2509,Porcupine,0.978042
785639753186217984,,,"DatetimeIndex(['2016-10-11 00:34:48'], dtype='datetime64[ns]', freq=None)",This is Pinot. He's a sophisticated doggo. You can tell by the hat. Also pointier than your average pupper. Still 10/10 would pet cautiously https://t.co/f2wmLZTPHd,,,,"https://twitter.com/dog_rates/status/785639753186217984/photo/1,https://twitter.com/dog_rates/status/785639753186217984/photo/1",10.0,10,Pinot,pupper,en,8586,2509,Porcupine,0.978042
782747134529531904,,,"DatetimeIndex(['2016-10-03 01:00:34'], dtype='datetime64[ns]', freq=None)",This is Deacon. He's the happiest almost dry doggo I've ever seen. 11/10 would smile back https://t.co/C6fUMnHt1H,,,,https://twitter.com/dog_rates/status/782747134529531904/photo/1,11.0,10,Deacon,doggo,en,8185,1574,Golden_retriever,0.560699
782305867769217024,,,"DatetimeIndex(['2016-10-01 19:47:08'], dtype='datetime64[ns]', freq=None)",This is Sampson. He just graduated. Ready to be a doggo now. Time for the real world. 12/10 have fun with taxes https://t.co/pgVKxRw0s1,,,,"https://twitter.com/dog_rates/status/782305867769217024/photo/1,https://twitter.com/dog_rates/status/782305867769217024/photo/1,https://twitter.com/dog_rates/status/782305867769217024/photo/1",12.0,10,Sampson,doggo,en,18317,6310,Briard,0.5044270000000001
775733305207554048,,,"DatetimeIndex(['2016-09-13 16:30:07'], dtype='datetime64[ns]', freq=None)",This is Anakin. He strives to reach his full doggo potential. Born with blurry tail tho. 11/10 would still pet well https://t.co/9CcBSxCXXG,,,,https://twitter.com/dog_rates/status/775733305207554048/photo/1,11.0,10,Anakin,doggo,en,15171,4522,Long-horned_beetle,0.6138520000000001
775364825476165632,,,"DatetimeIndex(['2016-09-12 16:05:54'], dtype='datetime64[ns]', freq=None)",This is Finley. He's an independent doggo still adjusting to life on his own. 11/10 https://t.co/7FNcBaKbci,,,,"https://twitter.com/dog_rates/status/775364825476165632/photo/1,https://twitter.com/dog_rates/status/775364825476165632/photo/1,https://twitter.com/dog_rates/status/775364825476165632/photo/1,https://twitter.com/dog_rates/status/775364825476165632/photo/1",11.0,10,Finley,doggo,en,8163,3374,Beagle,0.571229
768193404517830656,,,"DatetimeIndex(['2016-08-23 21:09:14'], dtype='datetime64[ns]', freq=None)",Meet Gerald. He's a fairly exotic doggo. Floofy af. Inadequate knees tho. Self conscious about large forehead. 8/10 https://t.co/WmczvjCWJq,,,,https://twitter.com/dog_rates/status/768193404517830656/photo/1,8.0,10,Gerald,doggo,en,11917,3979,Lion,0.396984
760893934457552897,,,"DatetimeIndex(['2016-08-03 17:43:45'], dtype='datetime64[ns]', freq=None)",This is Wishes. He has the day off. Daily struggles of being a doggo have finally caught up with him. 11/10 https://t.co/H9YgrUkYwa,,,,https://twitter.com/dog_rates/status/760893934457552897/photo/1,11.0,10,Wishes,doggo,en,4168,1086,Blenheim_spaniel,0.113992
759793422261743616,,,"DatetimeIndex(['2016-07-31 16:50:42'], dtype='datetime64[ns]', freq=None)","Meet Maggie &amp; Lila. Maggie is the doggo, Lila is the pupper. They are sisters. Both 12/10 would pet at the same time https://t.co/MYwR4DQKll",,,,"https://twitter.com/dog_rates/status/759793422261743616/photo/1,https://twitter.com/dog_rates/status/759793422261743616/photo/1",12.0,10,Maggie,doggo,en,6491,2134,Golden_retriever,0.985876
759793422261743616,,,"DatetimeIndex(['2016-07-31 16:50:42'], dtype='datetime64[ns]', freq=None)","Meet Maggie &amp; Lila. Maggie is the doggo, Lila is the pupper. They are sisters. Both 12/10 would pet at the same time https://t.co/MYwR4DQKll",,,,"https://twitter.com/dog_rates/status/759793422261743616/photo/1,https://twitter.com/dog_rates/status/759793422261743616/photo/1",12.0,10,Maggie,pupper,en,6491,2134,Golden_retriever,0.985876
755206590534418437,,,"DatetimeIndex(['2016-07-19 01:04:16'], dtype='datetime64[ns]', freq=None)",This is one of the most inspirational stories I've ever come across. I have no words. 14/10 for both doggo and owner https://t.co/I5ld3eKD5k,,,,"https://twitter.com/dog_rates/status/755206590534418437/photo/1,https://twitter.com/dog_rates/status/755206590534418437/photo/1,https://twitter.com/dog_rates/status/755206590534418437/photo/1,https://twitter.com/dog_rates/status/755206590534418437/photo/1",14.0,10,one,doggo,en,17906,6005,Web_site,0.906673
750011400160841729,,,"DatetimeIndex(['2016-07-04 17:00:26'], dtype='datetime64[ns]', freq=None)",Meet Piper. She's an airport doggo. Please return your tray table to its full pupright and locked position. 11/10 https://t.co/D17IAcetmM,,,,https://twitter.com/dog_rates/status/750011400160841729/photo/1,11.0,10,Piper,doggo,en,3518,1012,Muzzle,0.23762
748932637671223296,,,"DatetimeIndex(['2016-07-01 17:33:49'], dtype='datetime64[ns]', freq=None)",Say hello to Divine Doggo. Must be magical af. 13/10 would be an honor to pet https://t.co/BbcABzohKb,,,,https://twitter.com/dog_rates/status/748932637671223296/photo/1,13.0,10,Divine,doggo,en,6343,2503,Borzoi,0.742912
748692773788876800,,,"DatetimeIndex(['2016-07-01 01:40:41'], dtype='datetime64[ns]', freq=None)",That is Quizno. This is his beach. He does not tolerate human shenanigans on his beach. 10/10 reclaim ur land doggo https://t.co/vdr7DaRSa7,,,,https://twitter.com/dog_rates/status/748692773788876800/photo/1,10.0,10,his,doggo,en,4587,1472,Ox,0.337871
745433870967832576,,,"DatetimeIndex(['2016-06-22 01:50:58'], dtype='datetime64[ns]', freq=None)",This is Lenox. She's in a wheelbarrow. Silly doggo. You don't belong there. 10/10 would push around https://t.co/oYbVR4nBsR,,,,"https://twitter.com/dog_rates/status/745433870967832576/photo/1,https://twitter.com/dog_rates/status/745433870967832576/photo/1,https://twitter.com/dog_rates/status/745433870967832576/photo/1",10.0,10,Lenox,doggo,en,7681,2817,Barrow,0.999962
741067306818797568,,,"DatetimeIndex(['2016-06-10 00:39:48'], dtype='datetime64[ns]', freq=None)",This is just downright precious af. 12/10 for both pupper and doggo https://t.co/o5J479bZUC,,,,https://twitter.com/dog_rates/status/741067306818797568/photo/1,12.0,10,just,doggo,en,10176,3427,Golden_retriever,0.843799
741067306818797568,,,"DatetimeIndex(['2016-06-10 00:39:48'], dtype='datetime64[ns]', freq=None)",This is just downright precious af. 12/10 for both pupper and doggo https://t.co/o5J479bZUC,,,,https://twitter.com/dog_rates/status/741067306818797568/photo/1,12.0,10,just,pupper,en,10176,3427,Golden_retriever,0.843799
735256018284875776,,,"DatetimeIndex(['2016-05-24 23:47:49'], dtype='datetime64[ns]', freq=None)",This is Kellogg. He accidentally opened the front facing camera. 8/10 get it together doggo https://t.co/MRYv7nDPyS,,,,https://twitter.com/dog_rates/status/735256018284875776/photo/1,8.0,10,Kellogg,doggo,en,3613,972,Staffordshire_bullterrier,0.523191
732375214819057664,,,"DatetimeIndex(['2016-05-17 01:00:32'], dtype='datetime64[ns]', freq=None)",This is Kyle (pronounced 'Mitch'). He strives to be the best doggo he can be. 11/10 would pat on head approvingly https://t.co/aA2GiTGvlE,,,,https://twitter.com/dog_rates/status/732375214819057664/photo/1,11.0,10,Kyle,doggo,en,8686,2771,Tennis_ball,0.998673
883360690899218434,,,"DatetimeIndex(['2017-07-07 16:22:55'], dtype='datetime64[ns]', freq=None)",Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,,,,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13.0,10,Grizzwald,floofer,en,22681,3744,Chow,0.987997
800388270626521089,,,"DatetimeIndex(['2016-11-20 17:20:08'], dtype='datetime64[ns]', freq=None)",This is Doc. He takes time out of every day to worship our plant overlords. 12/10 quite the floofer https://t.co/azMneS6Ly5,,,,"https://twitter.com/dog_rates/status/800388270626521089/photo/1,https://twitter.com/dog_rates/status/800388270626521089/photo/1,https://twitter.com/dog_rates/status/800388270626521089/photo/1",12.0,10,Doc,floofer,en,12263,3181,Golden_retriever,0.35986
749317047558017024,,,"DatetimeIndex(['2016-07-02 19:01:20'], dtype='datetime64[ns]', freq=None)",This is Blu. He's a wild bush Floofer. I wish anything made me as happy as bushes make Blu. 12/10 would frolic with https://t.co/HHUAnBb6QB,,,,https://twitter.com/dog_rates/status/749317047558017024/video/1,12.0,10,Blu,floofer,en,5955,2461,Wire-haired_fox_terrier,0.155144
733822306246479872,,,"DatetimeIndex(['2016-05-21 00:50:46'], dtype='datetime64[ns]', freq=None)",This is Moose. He's a Polynesian Floofer. Dapper af. 10/10 would pet diligently https://t.co/mVfqRdppTL,,,,https://twitter.com/dog_rates/status/733822306246479872/photo/1,10.0,10,Moose,floofer,en,3951,1114,Lhasa,0.457356
685307451701334016,,,"DatetimeIndex(['2016-01-08 03:50:03'], dtype='datetime64[ns]', freq=None)",Say hello to Petrick. He's an Altostratus Floofer. Just had a run in with a trash bag. Groovy checkered floor. 11/10 https://t.co/rwW7z1JAOF,,,,https://twitter.com/dog_rates/status/685307451701334016/photo/1,11.0,10,Petrick,floofer,en,2220,487,Pomeranian,0.963176
886366144734445568,,,"DatetimeIndex(['2017-07-15 23:25:31'], dtype='datetime64[ns]', freq=None)",This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,,,,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12.0,10,Roscoe,pupper,en,21240,3234,French_bulldog,0.999201
882762694511734784,,,"DatetimeIndex(['2017-07-06 00:46:41'], dtype='datetime64[ns]', freq=None)",This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,,,,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12.0,10,Gus,pupper,en,28488,5000,Labrador_retriever,0.85005
876838120628539392,,,"DatetimeIndex(['2017-06-19 16:24:33'], dtype='datetime64[ns]', freq=None)",This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,,,,"https://twitter.com/dog_rates/status/876838120628539392/photo/1,https://twitter.com/dog_rates/status/876838120628539392/photo/1",12.0,10,Ginger,pupper,en,20816,3432,Bloodhound,0.575751
874296783580663808,,,"DatetimeIndex(['2017-06-12 16:06:11'], dtype='datetime64[ns]', freq=None)",This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,,,,https://twitter.com/dog_rates/status/874296783580663808/photo/1,13.0,10,Jed,pupper,en,26258,4211,Cocker_spaniel,0.437216
873213775632977920,,,"DatetimeIndex(['2017-06-09 16:22:42'], dtype='datetime64[ns]', freq=None)","This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",,,,"https://www.gofundme.com/help-my-baby-sierra-get-better,https://twitter.com/dog_rates/status/873213775632977920/photo/1,https://twitter.com/dog_rates/status/873213775632977920/photo/1",12.0,10,Sierra,pupper,en,7338,1625,Vizsla,0.6197819999999999
871762521631449091,,,"DatetimeIndex(['2017-06-05 16:15:56'], dtype='datetime64[ns]', freq=None)",This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,,,,"https://twitter.com/dog_rates/status/871762521631449091/photo/1,https://twitter.com/dog_rates/status/871762521631449091/photo/1,https://twitter.com/dog_rates/status/871762521631449091/photo/1",12.0,10,Rover,pupper,en,20493,3578,Labrador_retriever,0.921393
866450705531457537,,,"DatetimeIndex(['2017-05-22 00:28:40'], dtype='datetime64[ns]', freq=None)","This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender https://t.co/wk7TfysWHr",,,,"https://twitter.com/dog_rates/status/866450705531457537/photo/1,https://twitter.com/dog_rates/status/866450705531457537/photo/1",13.0,10,Jamesy,pupper,en,124775,36761,French_bulldog,0.905334
850019790995546112,,,"DatetimeIndex(['2017-04-06 16:18:05'], dtype='datetime64[ns]', freq=None)",Say hello to Boomer. He's a sandy pupper. Having a h*ckin blast. 12/10 would pet passionately https://t.co/ecb3LvExde,,,,"https://twitter.com/dog_rates/status/850019790995546112/photo/1,https://twitter.com/dog_rates/status/850019790995546112/photo/1,https://twitter.com/dog_rates/status/850019790995546112/photo/1",12.0,10,Boomer,pupper,en,21624,5337,Shetland_sheepdog,0.759907
845306882940190720,,,"DatetimeIndex(['2017-03-24 16:10:40'], dtype='datetime64[ns]', freq=None)",This is Pickles. She's a silly pupper. Thinks she's a dish. 12/10 would dry https://t.co/7mPCF4ZwEk,,,,https://twitter.com/dog_rates/status/845306882940190720/photo/1,12.0,10,Pickles,pupper,en,24846,5922,Irish_water_spaniel,0.567475
837110210464448512,,,"DatetimeIndex(['2017-03-02 01:20:01'], dtype='datetime64[ns]', freq=None)",This is Clark. He passed pupper training today. Round of appaws for Clark. 13/10 https://t.co/7pUjwe8X6B,,,,https://twitter.com/dog_rates/status/837110210464448512/photo/1,13.0,10,Clark,pupper,en,17215,2662,Siberian_husky,0.767696
836380477523124226,,,"DatetimeIndex(['2017-02-28 01:00:19'], dtype='datetime64[ns]', freq=None)","This is Ava. She just blasted off. Streamline af. Aerodynamic as h*ck. One small step for pupper, one giant leap for pupkind. 12/10 https://t.co/W4KffrdX3Q",,,,https://twitter.com/dog_rates/status/836380477523124226/photo/1,12.0,10,Ava,pupper,en,15824,3263,Wooden_spoon,0.08248860000000001
833124694597443584,,,"DatetimeIndex(['2017-02-19 01:23:00'], dtype='datetime64[ns]', freq=None)",This is Gidget. She's a spy pupper. Stealthy as h*ck. Must've slipped pup and got caught. 12/10 would forgive then pet https://t.co/zD97KYFaFa,,,,"https://twitter.com/dog_rates/status/833124694597443584/photo/1,https://twitter.com/dog_rates/status/833124694597443584/photo/1,https://twitter.com/dog_rates/status/833124694597443584/photo/1",12.0,10,Gidget,pupper,en,21802,5404,Cardigan,0.7105229999999999
827933404142436356,,,"DatetimeIndex(['2017-02-04 17:34:40'], dtype='datetime64[ns]', freq=None)",This is Kona. Yesterday she stopped by the department to see what it takes to be a police pupper. 12/10 vest was only a smidge too big https://t.co/j8D3PQJvpJ,,,,"https://twitter.com/dog_rates/status/827933404142436356/photo/1,https://twitter.com/dog_rates/status/827933404142436356/photo/1,https://twitter.com/dog_rates/status/827933404142436356/photo/1",12.0,10,Kona,pupper,en,21849,5870,German_shepherd,0.8061149999999999
